title,author,publish_date,keywords,description
[이슈&뉴스] 보이스피싱 전화 걸려왔을 때 대처는 이렇게!,KBS News,2015-07-16,"['NEWS', 'KBS', '뉴스9', 'KBS 뉴스9']","앵커 멘트

 어떠십니까,  실제 보이스피싱 사기범의 목소리입니다.

 도대체 누가 속을까  싶으시겠지만, 현실은 그렇지 않습니다.

 2006년 국세청을 사칭한 세금 환급 사기 사건으로  시작한 보이스피싱은 지난해에도  7천 6백여 건이 발생했고, 올해는  9천 건이 넘을 것으로 추산됩니다.

 연평균 피해액만 738억 원.

 사건 당 평균 천 백 60만 원 정도의 피해가 나는 셈인데요.

 피해자들은 당황해서, 생각할 겨를도 없이, '마치 뭐에 홀린 것처럼 당했다'고 말합니다.

 먼저 갈수록 교묘해지고 있는 보이스피싱의 다양한 수법들을 최준혁 기자가 취재했습니다.

▼진화하는 수법, 결합형 피싱 수법까지 등장▼

 리포트 

녹취 ""선생님 당황하셨어요?""

 이런 중국동포 말투는  요즘 보이스피싱에선 들을 수 없습니다.

 또박또박 표준말을 쓰는 사람들이  수사기관이나 금융기관 직원을 사칭합니다.

녹취 수사기관 사칭 보이스피싱 음성 : ""개인정보 유출로 인해서 도용을 당하신 피해자분이신지 그 부분을 조사하기 위해서 연락을 드린 겁니다.""

 '은행도 공범'이라며 돈을 송금하는 피해자에게 입단속까지 시킵니다.

녹취 검사 사칭 보이스피싱 음성 : ""'검찰 수사를 받고 있냐', '명의도용 사건에 연루돼 있는 건 아니냐' 이런 식으로 이벤트 성의 질문을 할 수 있다는 말입니다. 그렇게 되면 본인은 그냥 아니라고 하시면 되고.""

 피해자의  개인정보를 미리 알아내  거래하는 은행을 사칭하는  맞춤형 범행까지 이뤄집니다.

 개인 정보를 고스란히 알고 있다 보니 아무 의심 없이 시키는 대로 따르는 사람이 많습니다.

녹취 심00(보이스피싱 피해자/음성변조) : ""그 홈페이지에 들어갔는데, 사건번호와 제 이름하고 그런 게 진짜로 뜨니까, 조금 무서웠죠, 진짜로.""

 취업을 시켜주겠다며 범행에 사용할 통장을 얻어내기도 하고..

녹취 취업미끼 보이스피싱 음성 : ""이력서랑 잔액 다 빼 주신 카드를 같이 동봉해 주시고요. 봉투는 꼭 잘 밀봉을 하셔서 저희 직원분한테 전해주셔야 되세요.""

 전화를 한 뒤 기관원 인척 찾아가 돈을 빼앗는 등 일반적 사기와 결합된 형태도 나타나고 있습니다.

인터뷰 이웅혁(건국대 경찰학과 교수) : ""단순한 사기가 아니고, 여러 가지의 범죄적인 요소들이 결합되어 있는…. 사회, 정치, 경제적인 이슈에 따라서 진화, 발전할 수가 있는 것이죠.""

 대포통장 대신 물품보관함에 돈을 넣도록 하는 등 돈을 습득하는 수법도 다양화하고 있습니다.

▼보이스피싱 전화 걸려왔을때는 이렇게…▼

 기자 멘트

녹취 ""첨단범죄수사팀인데요, 명의가 도용된 것 같아서..""

 수상한 전화가 걸려 왔는데요.

녹취 ""제가 다시 확인해 보고 전화 드릴게요.""

 보이스피싱으로 의심되면 이렇게 아예 대응하지 않고  끊어버리는 것이 현재로서는  가장 효과적입니다.

 그 어떤 수사기관이나 금융 기관도 개인의 금융 정보나 송금을 요구하지 않습니다.

 서울중앙지검 첨단범죄수사팀이나 서울지방경찰청, 금융감독원 등이라며 보안카드 번호를 알려달라든지, 계좌 잔액을 묻고 안전한 곳으로 옮겨야 한다거나, 홈페이지 주소를 불러줄테니 금융 정보를 입력하라고 한다면 일단 전화를 끊으십시오.

 보이스 피싱입니다.

 만약 피해를 봤다면 신속한 대응이 중요합니다.

 우선, 112나 금융회사 콜센터를 통해 사기 계좌에 대한 지급 정지를 요청해야 하는데요.

 이때 피해를 줄일 수 있는  골든 타임은 10분입니다.

 피해금이 남아 있다면 모두 환급을 받을 수 있는데 금융감독원 분석 결과, 10분 이내에 신고하면 확률상 피해금의 76%를 돌려받을 수 있었지만,  2시간이 경과하면 평균 23%에 그쳤습니다.

 대부분의 시중은행이 3백만 원 이상 이체할 경우 '지연 인출 제도'를 시행하고 있지만 한도 안에서 이른바 '쪼개기 인출'을 하는 경우도 있어  무조건 빨리 지급 정지를 요청해야 합니다.

 또 유출된 금융거래정보는 즉시 해지하거나 폐기해야 합니다.

 하지만 아무리 개인이 조심한다고 해도  한계가 있겠죠.

 경찰이 대대적인 단"
보이스피싱 사례 #3,이한결,2019-07-08,['보이스피싱'],보이스피싱 바로알고 예방하자
"중고거래 뒤 받은 돈, 알고보니 보이스피싱 ‘자금 세탁’ / KBS  2021.11.22.",KBS News,2021-11-21,"['중고거래', '당근마켓', '금 팔찌', '현금', '계좌 이체', '보이스피싱', '피해자', '계좌', '대포통장', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'kbs', '뉴스', '뉴스광장']","중고 거래 스마트폰 앱으로 쓰던 물건 파는 분들 많으실 텐데요. 고가품을 팔 때는 특별히 조심하셔야겠습니다. 보이스피싱 범죄조직이 피해자 돈으로 귀금속 등을 사들인 뒤 달아나는 신종 수법 때문인데요. 모르고 팔았다가는 은행거래가 정지될 수 있습니다. 양민철 기자가 취재했습니다.

 [리포트] 

우산을 든 남성 앞에 한 여성이 나타납니다.

 남성은 주머니에서 뭔가를 꺼내고, 여성이 넘겨받아 꼼꼼히 확인합니다.

 중고거래 앱에서 만난 여성에게 금 팔찌 등을 파는 장면입니다.

 이 남성은 금값 440만 원을 현금이 아닌, 계좌로 이체받았습니다.

 그런데 며칠 뒤 남성 A 씨는, 자신의 계좌 거래가  정지됐다는 통보를 은행에서 받았습니다.

 알고 보니, 자신이 금값으로 받은 돈은 실은 보이스피싱 피해자의 계좌에서 나온 거였습니다.

 [A 씨/금 판매자/음성변조 : ""지금 보이스피싱이나 대포통장 관련해서 신고가 접수가 되어 있다. 전화했더니 그날 사건 접수가 됐다는 거예요.""]

 A 씨의 지인도 이날 같은 사람에게 금목걸이를 팔았다가 역시 계좌 거래가 정지됐습니다.

 [A 씨 : ""(지인도) 팔렸다 그래갖고 저는 좀 의아했어요. 왜냐면 10만 원, 20만 원짜리도 아니고 같은 날에 또, 내가 거래하고 난 다음에 거래가 됐다고 하니까….""]

 경찰 단속 강화로 대포통장 사용이 어려워지자, 보이스피싱 조직이  최근 많이 쓰는 수법입니다.

 보이스피싱범은 금처럼 현금화가 쉬운 물품을 내놓은 판매자를 골라 실제 만난 뒤 물품을 챙깁니다.

 대신 보이스피싱 피해자가 이 사람의 계좌로  판매대금을 보내도록 하는 겁니다.

 금이나 상품권을 될 수 있으면 중고로 판매하지 말고, 거래할 땐 상대방 신원을 더 철저히 확인하는 수밖에 없습니다.

 [조아라/변호사 : ""먼저 택배로 보낸다든가 아니면 돈을 먼저 지급받는다고 절대 하지 마시고요. 직접 만나서 신분증을 확인하시고...""]

 나도 모르게 보이스피싱 범죄에 연루돼 계좌가 정지됐다면, 정상 거래였다는 증빙 자료를 모아 최대한 빨리 금융기관에 이의 신청을 해야 합니다.

 KBS 뉴스 양민철입니다.

 촬영기자:김태현 김정은/영상편집:신남규/그래픽:한종헌

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5330298

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#중고거래 #스마트폰 #자금세탁"
보이스피싱의 충격에 극단적인 생각까지 하신 어머니.. [무엇이든 물어보살] | KBS Joy 221003 방송,KBS N,2022-10-17,"['무엇이든물어보살', '서장훈', '이수근', '고민상담', '점괘', '보살', '선녀보살', '동자보살', 'KBSJoy', 'KBSN']","보이스피싱을 당한 어머니
피해금액만 2억 이상?

▶ 상담신청 : kbsbosal@naver.com
▶ KBS Joy #무엇이든물어보살 매주 월요일 밤 8시 30분★

[KBS N]
▶ 홈페이지 : http://www.kbsn.co.kr
▶ 페이스북 : http://www.facebook.com/happykbsn
▶ 인스타그램 : https://www.instagram.com/kbsn_official"
전국 돌며 보이스피싱 사기 20대 수거책 구속 / 연합뉴스TV (YonhapnewsTV),연합뉴스TV,2022-06-13,"['Live', 'News', 'Yonhapnews TV', '뉴스', '생방송', '실시간']","전국 돌며 보이스피싱 사기 20대 수거책 구속

청주 청원경찰서는 오늘(13일) 전국을 돌며 거액의 현금을 빼돌린 보이스피싱 수거책 29살 A씨를 사기 혐의로 구속했습니다.
 
A씨는 지난 2일 오후 2시쯤 충북 음성에서 보이스피싱 피해자로부터 받은 돈을 송금하는 등 전국 각지에서 12차례에 걸쳐 1억 7천여 만원을 보이스피싱 조직에 건넨 혐의를 받고 있습니다.
 
A씨는 현금 인출기에서 돈뭉치를 들고 여러 차례 송금하다 이를 수상히 여긴 시민의 신고로 경찰에 체포됐습니다.
 
경찰은 A씨를 상대로 여죄를 조사를 조사하고 있습니다.

#보이스피싱 #수거책_검거 #현금인출기
    
연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23

▣ 연합뉴스TV 유튜브 채널 구독
https://goo.gl/VuCJMi
▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TV
http://www.yonhapnewstv.co.kr/"
보이스피싱 사기,러너꽃빈,2019-08-22,"['러너', 'BJ러너', '러너방송', '유튜브', '러너교주', '러너교', '러너꽃빈', '이꽃빈', '꽃빈', 'BJ꽃빈', '꽃빈방송', '팔근', '방송', '인터넷방송', '라이브방송', '게임', '리그', '오브', '레전드', '부부', '러너부부', '꽃빈부부', '웃김', '웃긴', '래전드', '오버워치', 'overwatch', '보이스피싱', '보이스피싱사기', '사기', '피싱사기', '카톡사기', '카톡', '창현', '금융사기']","보완해야 할 점이나 문의할점 있으면 flowervin7@naver.com 으로 메일주세요!!

- 좋아요는 큰 도움이 됩니다.
- 러너 방송 : https://go.twitch.tv/runner0608
- 꽃빈 방송 : https://go.twitch.tv/flowervin"
"[제보] 중고거래 뒤 받은 돈, 알고보니 보이스피싱 ‘자금 세탁’ / KBS  2021.11.21.",KBS News,2021-11-21,"['중고거래', '보이스피싱', '신종수법', '자금세탁', '계좌정지', '당근', '중고나라', '범죄조직', '신종 보이스피싱', '금', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'KBS', '뉴스', '뉴스9', '알람']","더이상 쓰지 않는 물건들, 요즘 중고거래 앱으로 많이들 파실 텐데요. 그런데 물건을 팔고 값을 입금 받는 내 계좌가 보이스피싱 조직의 자금 세탁에 이용될 수 있다고 합니다. 나로 모르는 사이 범죄에 연루될 수 있는 건데요. 

시청자 제보로 함께 만드는 뉴스, 양민철 기자가 취재했습니다. 

 [리포트] 

우산을 든 남성 앞에 한 여성이 나타납니다.

 남성은 주머니에서 뭔가를 꺼내고, 여성이 넘겨받아 꼼꼼히 확인합니다.

 중고거래 앱에서 만난 여성에게 금 팔찌 등을 파는 장면입니다.

 이 남성은 금값 440만 원을 현금이 아닌, 계좌로 이체받았습니다.

 그런데 며칠 뒤 남성 A 씨는, 자신의 계좌 거래가  정지됐다는 통보를 은행에서 받았습니다.

 알고 보니, 자신이 금값으로 받은 돈은 실은 보이스피싱 피해자의 계좌에서 나온 거였습니다.

 [A 씨/금 판매자/음성변조 : ""지금 보이스피싱이나 대포통장 관련해서 신고가 접수가 되어 있다. 전화했더니 그날 사건 접수가 됐다는 거예요.""]

 A 씨의 지인도 이날 같은 사람에게 금목걸이를 팔았다가 역시 계좌 거래가 정지됐습니다.

 [A 씨 : ""(지인도) 팔렸다 그래갖고 저는 좀 의아했어요. 왜냐면 10만 원, 20만 원짜리도 아니고 같은 날에 또, 내가 거래하고 난 다음에 거래가 됐다고 하니까….""]

 경찰 단속 강화로 대포통장 사용이 어려워지자, 보이스피싱 조직이  최근 많이 쓰는 수법입니다.

 보이스피싱범은 금처럼 현금화가 쉬운 물품을 내놓은 판매자를 골라 실제 만난 뒤 물품을 챙깁니다.

 대신 보이스피싱 피해자가 이 사람의 계좌로  판매대금을 보내도록 하는 겁니다.

 금이나 상품권을 될 수 있으면 중고로 판매하지 말고,  거래할 땐 상대방 신원을 더 철저히 확인하는 수밖에 없습니다.

[조아라/변호사 : ""먼저 택배로 보낸다든가 아니면 돈을 먼저 지급받는다고 절대 하지 마시고요. 직접 만나서 신분증을 확인하시고….""]

 나도 모르게 보이스피싱 범죄에 연루돼 계좌가 정지됐다면,  정상 거래였다는 증빙 자료를 모아 최대한 빨리 금융기관에 이의 신청을 해야 합니다.

 KBS 뉴스 양민철입니다.

촬영기자:김태현 김정은/영상편집:신남규/그래픽:한종헌

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5330176

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#중고거래 #보이스피싱 #계좌정지"
"의사도 속았다…전 재산 뜯긴 후에야 ""보이스피싱 당했다"" 왜? / JTBC 사건반장",JTBC News,2022-08-24,"['genre:사회', 'format:해설', 'type:방송', 'source:영상', 'series:사건반장', 'custom:오늘사건']","한 의사가 보이스피싱 범죄조직에게 속아 41억 원 규모의 피해를 당했습니다. 이 사건은 단일 사건 기준 공식적인 역대 최대 보이스피싱 피해 규모입니다.

#사건반장 #오늘사건
☞JTBC뉴스레터 구독하기 (https://bit.ly/3IOFY5H) 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.co.kr
(APP) https://news.jtbc.co.kr/Etc/SmartPhoneReport.aspx

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://news.jtbc.co.kr/Etc/InterNetReport.aspx
방송사 : JTBC (https://jtbc.co.kr)"
[부평구노인복지관] 노인대상 보이스피싱 피해예방 실전 영상교육 - 보이소! 피싱(2022 하계 사회복지 현장실습),부평구노인복지관,2022-08-18,['yt:cc=on'],"BGM 오늘의 일기 - https://youtu.be/_YdFyzU8ryA
핸드폰 알람음 출저 : 유튜브채널 '허정훈'
자막디자인 Copyright ⓒ 나눔템플릿 All Rights Reserved. 
크로마키 배경 Canva Pro-파란색 및 노란색 스크랩북 대수학 가상 배경"
“권리금 더 줄게”…부동산 중개업자 사칭 보이스피싱 / KBS  2022.05.05.,KBS News,2022-05-05,"['KBS', 'KBS NEWS', 'KBS 뉴스9', 'KBS뉴스', 'NEWS', 'format:리포트', 'genre:사회', 'location:보도국(제주)', 'person:민소영', 'series:뉴스 9', 'source:영상', 'type:방송', '뉴스', '뉴스9', '권리금', '부동산', '보이스피싱']","부동산 중개업자를 사칭한 신종 보이스피싱 조심하셔야겠습니다. 영업이 어려워 가게를 내놓은 업주들에게 권리금을 더 받게 해주겠다며 접근해, 돈을 뜯어가는 수법인데요, 민소영 기자가 취재했습니다.

 [리포트]

 폐업을 결심하고 가게를 내놓은 이 식당 주인은 한 달 전, 부동산 중개업자라는 사람의 연락을 받았습니다.

 유명 건설사 관계자가  더 많은 권리금을 주고 가게를 계약할 의사가 있는데, 계약을 진행하려면  '권리금 감정평가'와 공증이 필요하니  수백만 원을 보내라는 겁니다.

 권리금을 수천만 원 더 준다는 말에 솔깃해 돈을 보냈는데,  뒤늦게 사기라는 사실을 눈치챘습니다.

 [권리금 사기 피해자/음성변조 : ""(권리금이) 8천만 원이라고 하니까 너무 아깝다고, 더 받게 해준다고. '10분이면 도착하겠습니다, 다 왔어요.' 이러더라고요. '예 예, 이제 올라갑니다.' 그때 전화기가 꺼졌어.""]

 KBS 취재 결과 확인된 이 같은 피해 사례가 제주에서만 최근 한 달 새 4곳 이상, 피해 금액도 1곳당 많게는 700만 원이 넘습니다.

 한 번에 100만 원 이상 이체할 경우, 자동화기기에서 일정 시간 돈을 찾을 수 없게 한 지연인출제도도 피하기 위해 실제 존재하지도 않는 문서 발급비를 요구하면서 수십만 원씩 나눠 입금을 유도했습니다.

 전문가들은 전형적인 전화금융사기라고 지적했습니다.

 [강병삼/변호사 : ""권리금을 주고받는 데 필수적인 서류로 보이지도 않습니다. 별도의 서류들을 요구한다거나, 공증을 요구한다거나. 법원에서 소송하는 절차가 아닌데 그런 걸 요구한다는 건 굉장히 의심스럽죠.""]

 경찰은 피해 신고 내용을 토대로 최근 수사에 착수했습니다.

 KBS 뉴스 민소영입니다.

 촬영기자:양경배 조창훈

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5456619

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#권리금 #보이스피싱 #부동산"
"보이스피싱 현금알바, 보이스피싱 취업사기 형사전문변호사가 낱낱이 알려드림.",마이쭈변 - 주영글변호사,2022-03-26,[],"#보이스피싱 #보이스피싱무죄 #보이스피싱현금인출책

직접 사건을 해본 사람만 말 할 수 있다.
하이퍼리얼리즘형사썰.
구치소에 바글바글한 범죄는 무엇?

*
주영글 변호사 | 법무법인 강남
형사전문변호사&우수변호사&특검출신변호사

공식홈페이지
http://lawyerjju.com
블로그
https://blog.naver.com/lawyerjyg
인스타그램
https://www.instagram.com/myjju_jyg"
어리바리 '보이스 피싱범',노컷브이,2015-07-12,"['nocutV', '노컷V', 'CBS', '스마트뉴스', '어리바리', '보이스피싱', '경찰', '녹음', '금융', '사기', '전화']","수사기관을 사칭하는 '보이스피싱'(전화금융사기)은 어떤 방식으로 선량한 서민들을 속일까? 

경찰청은 금융감독원과 공동으로 보이스피싱 지킴이' 홈페이지(http://phishing-keeper.fss.or.kr)에 실제 사기범들의 전화 육성을 공개했다. 

통상 보이스피싱 조직은 중국에 콜센터를 차린 뒤 일반인들에게 무차별적으로 전화를 해 개인정보 등을 요구하고 국내에 상주하는 대포통장 모집책과 인출책을 통해 돈을 빼내는 수법을 쓰고 있다."
‘보이스피싱’에 41억 뜯긴 의사…“기관사칭 사기 급증” / KBS  2022.08.23.,KBS News,2022-08-22,"['KBS', 'KBS NEWS', 'KBS 뉴스12', 'KBS뉴스', 'NEWS', 'format:리포트', 'genre:사회', 'location:사회부', 'person:현예슬', 'series:뉴스 12', 'source:영상', 'type:방송', '뉴스', '뉴스12', '보이스피싱', '사기', '검사사칭', '전화금융사기', '경찰']","최근 보이스피싱 피해가 줄어들고는 있지만, 검찰이나 수사관 등을 사칭하는 전화금융사기 비중은 오히려 증가하고 있습니다. 지난달에는 검사를 사칭한 보이스피싱 일당에 속아 한 의사가 40억 원 넘게  뜯긴 일도 있었습니다.

 [리포트]

 어느 날,  서울중앙지검의 검사라는 사람의  전화를 받은 의사 A 씨.

 계좌가  피싱 자금 세탁에 사용됐다, 70건 정도 고소장이 들어왔다며 카카오톡으로  구속영장 파일까지 받았습니다.

 수사에 협조하면  약식 조사만 한다는 말에, A 씨는 메신저로 받은 링크를 눌러 애플리케이션을 설치했습니다.

 금융감독원에 전화를 걸어봤지만, 계좌가 자금 세탁에 활용됐다는 비슷한 답을 받았습니다.

 그럴 수밖에 없었던 건, 경찰이나 검찰, 금융감독원 등 어디에 전화를 걸어도 범죄 조직이 받도록 '앱'이 설계돼 있었기 때문.

 범죄 연관성이 없으면 돈을 다시 돌려주겠다는 말을 믿은 A 씨는 대출금은 물론  예·적금, 보험, 주식 해약금까지 모두 넘겨줬습니다.

 이렇게 뜯긴 돈만 41억 원, 지금까지 보이스피싱 피해 가운데 가장 큰 금액입니다.

 전체 보이스피싱 발생 건수는 전반적으로 줄어들고 있지만, 검찰이나 경찰 등 기관을 사칭하는  전화금융사기 발생 비중은 오히려 늘고 있다는 게 경찰의 설명입니다.

 강압적인 목소리로 협박을 하고, 악성 앱을 설치하는 등의  교묘한 수법에 속는 경우가  많다는 겁니다.

 특히, 사회생활을 오래 해  상대적으로 자산이 많은 40대 이상이 큰 금액의 피해를 보는 일이 최근 자주 발생하고 있다고 밝혔습니다.

 경찰은 ""영장이나 공문서는 SNS로 보내지 않는다""며, 수사기관과 금융기관은 현금이나 계좌 이체를 요구하지 않는다고 강조했습니다.

 KBS 뉴스 현예슬입니다.

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5539408

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#보이스피싱 #사기 #검사사칭"
‘고수익 알바 유혹’에 걸려든 보이스피싱 공범들 / KBS 2021.09.02.,KBS News,2021-09-01,"['고수익 아르바이트', '보이스피싱', '고수익 알바', '공범', '물건 심부름', '보이스피싱 공범', '코로나19', 'kbs뉴스', 'kbs 뉴스', 'kbs news', 'KBS', '뉴스', '뉴스광장']","'단기 고수익 아르바이트' 광고 혹시 보고 연락해 보신 분들 계신가요? 물건 심부름만 하면 수십만 원을 준다는데, 별 생각 없이 응하면 자칫 보이스피싱 공범자가 될 수 있습니다.

 코로나19 불경기 시대, 이런 사례가 크게 늘었다고 합니다.

 김용덕 기자가 보도합니다.

 [리포트]

 초등학교 앞에서 만난 두 사람.

 보이스피싱 피해자와 수거책입니다.

 순식간에 수천만 원이 전달됩니다.

 이런 식으로 챙긴 돈은 다시 2차 수거책에게 건네집니다.

 쇼핑백을 주고받는 장면이 첩보 작전을 방불케 합니다.

 이런 현금 수거 방식을 경찰에서는 '대면편취형'이라고 부릅니다.

 말 그대로 보이스피싱으로 뜯어낸 돈을 직접 만나 가져오는 건데, 송금 방식보다 추적이 훨씬 더 어렵습니다.

 또 막상 힘들게 수사해서 1차 수거책들을 잡아 봐도,

 [경찰 : ""보이스피싱 사기 관련해서 ○○○ 씨 임의동행할 거예요.""]

 [보이스피싱 1차 수거책/음성변조 : ""(제가 한 게) 불법이거나 뭐 그런 일이에요? (불법일 수도 있죠. 아니 회사 월급 주는데 다른 사람에게 시켜서 주는 경우가 어디가 있어? 굳이 알바비를 써 가면서 돈을 입금시키냐고.)""]

 대부분 단기 아르바이트입니다.

 [1차 수거책 피의자/음성변조 : ""그냥 인터넷에 일일 알바, 고수익 알바 이렇게 쳤었는데 받은 돈을 또 다른 사람한테 건네서 다른 사람이 아마 환전을 하거나 입금을 하거나...""]

 [장정규/경사/경기남부경찰청 반부패경제범죄수사대 : ""업무에 비해 지나치게 많은 대가를 약속하는 경우 채용 면접을 위해 모바일 메신저 등을 통해서만 연락하라는 경우 반드시 보이스피싱을 의심해야 합니다.""]

 이런 아르바이트 수거책을 동원한 '대면편취형' 보이스피싱 범죄 비율은 경기 남부에서만 지난해 동기 대비 두 배 넘게 증가했습니다.

 [장정규/경사/경기남부경찰청 반부패경제범죄수사대 : ""피해자의 입장에서 천만 원, 심지어 1억 원 은행 직원인 줄 알고 그 돈을 전달했을 때 이 피해자는 평생 그 현금을 가져간 사람을 잊지 못합니다.""]

 [1차 수거책 피의자/음성변조 : ""내 무지함과 안일함 때문에 생긴 피해자분들한테 너무 미안하고 죄책스러워서...""]

 KBS 뉴스 김용덕입니다.

 영상편집:차영수/화면제공:경기남부경찰청

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5270316

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#고수익알바 #보이스피싱 #공범"
엄마 전화번호 뜨게 발신번호 조작…신종 보이스피싱 주의! / KBS  2022.04.06.,KBS News,2022-04-05,"['KBS', 'KBS NEWS', 'KBS뉴스', 'NEWS', 'format:리포트', 'genre:사회', 'location:사회부', 'person:정해주', 'series:뉴스광장 1부', 'source:영상', 'type:방송', '뉴스', '뉴스광장', '뉴스광장1부']","[앵커]

 요즘 모르는 번호로 이상한 전화가 걸려오면, 보이스피싱부터 의심하게 마련이죠.

 그런데 '아는 번호', '진짜' 내 가족이나 친구 이름이 휴대전화기 액정에 뜬다면 얘기가 달라질 수 있습니다.

 피해자들을 더 완벽히 속이기 위해, 사기꾼들의 수법은 또 한 번 진화했습니다.

 정해주 기자가 보도합니다.

 [리포트]

 지난달 보이스피싱을 당할 뻔했던 대학생입니다.

 전화가 걸려 왔는데, 발신자 표시란에 평소 저장해 둔 '엄마'라는 글씨가 떴다고 합니다.

 [A 씨/대학생/음성변조 : ""엄마라고 딱 떠서 받았는데 엄청 흐느끼는 소리로 '엄마 납치된 것 같다' 이러더니...""]

 뒤이어 한 남성이 전화를 가로채더니, 엄마를 납치했다며 3천만 원을 요구했습니다.

 의심하는 피해자에게 엄마가 쓰던 거라며 스카프 사진 등을 보내기도 했습니다.

 마침 그때 '진짜 엄마'에게서 연락이 온 건 천운이었습니다.

[A 씨/대학생/음성변조 : ""만약에 엄마 문자를 못 받았으면 제가 보이스피싱 전화하고 있던 거를 못 끊었을 거예요. 그쪽에서 계속 협박을 했기 때문에...""]

최근 휴대전화에 저장된 가족이나 지인의 이름이  발신자로 뜨도록 만든 뒤 돈이나 알몸사진 등을 요구하는 신종 보이스피싱 범죄가 등장했습니다.

 뒷자리 8개 번호만 같으면 휴대전화에 저장해놓은 지인 이름이 그대로 뜬다는 맹점을 이용했습니다.

 예컨대 엄마 번호를 010-ABCD-ABCD로 저장해 둔 사람에게 피싱범이 001로 시작하는 국제전화를 걸어도, 뒷자리만 같으면 전화기에는  '엄마'라고 뜬다는 겁니다.

 번호를 알아내기 위해서는 먼저 피싱 문자를 뿌려 무작위로 악성 앱을 심습니다.

 [유지훈/경찰청 금융범죄수사계장 : ""모르는 문자 메시지에 있는 인터넷 주소는 무조건 누르면 안 됩니다. 이상한 인터넷 주소나 이런 데를 누르게 되면 자기의 개인정보가 나가게 되고.""]

 지인을 사칭하는 피싱범들은 피해자를 당황하게 만들려고 대화를 최대한 긴박하게 이어가지만 일단 전화를 끊고 확인부터 해보는 것이 필수입니다.

 KBS 뉴스 정해주입니다.

촬영기자:하정현/영상편집:차정남/그래픽:채상우

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5433035

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr"
보이스피싱 수거책 잡았지만 돈을 돌려받지 못 한 이유,TBS 뉴스,2021-10-14,"['시방', 'tbs news', 'tbs', '티비에스']","김미영 팀장을 사칭해 수백억을 뜯어낸 보이스피싱의 총책이 지난 6일 경찰에 붙잡혔죠. 

무려 10년 만에 검거된 건데요. 

서민들 마음 속 가장 약한 부분을 파고드는 보이스피싱, 왜 끊이지 않는 걸까요.

백창은, 정선미 기자가 취재했습니다.

#보이스피싱 #김미영_팀장 #보이스피싱_실제_음성 #영화_보이스
#인천_서부경찰서 #충남경찰청 #TBS #정선미 #백창은



더 많은 뉴스 리포트는 
---------------------------------------------------------------
▶유튜브 https://youtube.com/c/시방
▶TBS 뉴스 https://tbs.seoul.kr/news
▶페이스북 https://facebook.com/tbsnews1
▶인스타그램 https://www.instagram.com/tbsnews_7/
▶트위터 https://twitter.com/tbsnews1"
